queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
5,4,5.51,PADDY,16,4,5.1
51,2,5.97,WHEAT,13,4,163.1
11,3,5.45,COTTON,11,3,31.7
56,5,5.51,WHEAT,12,0,72.4
12,4,5.51,COTTON,8,0,21.0
10,4,4.87,SOYBEAN,11,4,10.9
8,4,4.75,WHEAT,10,5,11.1
24,4,4.64,WHEAT,16,2,25.3
28,3,4.83,MAIZE,13,4,48.6
41,5,5.53,SOYBEAN,11,4,53.1
36,3,6.28,WHEAT,10,3,90.3
37,4,5.06,COTTON,11,0,72.2
21,3,7.16,WHEAT,15,5,46.7
8,4,6.93,COTTON,12,3,22.0
55,4,6.06,PADDY,8,4,86.6
9,4,6.67,WHEAT,12,1,15.4
47,3,5.6,COTTON,15,2,106.5
15,4,4.61,SOYBEAN,11,4,20.2
48,6,7.21,PADDY,9,3,62.3
46,5,4.88,WHEAT,10,1,51.1
40,2,7.34,MAIZE,16,1,134.4
18,4,6.22,COTTON,14,4,36.9
42,5,5.42,MAIZE,10,5,51.3
20,4,5.99,WHEAT,12,0,36.2
6,4,6.0,COTTON,10,1,12.1
12,5,4.57,WHEAT,11,2,15.9
2,5,5.57,PADDY,15,3,2.9
7,4,6.72,PADDY,10,3,15.3
16,4,6.03,WHEAT,10,3,26.7
3,3,5.23,WHEAT,15,4,3.0
45,4,5.51,CHANA,14,3,59.3
3,3,7.09,WHEAT,14,3,6.6
27,3,6.08,WHEAT,9,2,49.4
50,4,6.09,MAIZE,14,0,80.3
43,3,7.38,MAIZE,10,5,120.7
40,4,5.46,PADDY,14,4,64.8
38,4,5.94,MAIZE,11,4,65.9
33,4,6.94,WHEAT,15,3,51.9
28,4,6.78,SOYBEAN,15,2,42.2
1,5,5.3,WHEAT,13,1,2.0
55,2,4.95,CHANA,10,3,148.5
8,4,6.6,COTTON,13,3,17.8
37,5,5.27,PADDY,13,4,45.8
32,4,7.27,MAIZE,10,4,66.0
48,4,4.89,SOYBEAN,11,3,67.5
43,5,5.45,COTTON,9,4,56.5
37,3,4.66,SOYBEAN,8,2,49.7
4,4,6.61,PADDY,9,1,5.6
30,4,7.17,MAIZE,14,1,52.4
6,3,6.41,CHANA,12,1,12.9
46,5,7.31,PADDY,16,3,70.2
54,5,4.89,SOYBEAN,10,5,60.2
19,4,4.76,SOYBEAN,9,3,21.3
32,3,7.02,PADDY,11,3,99.2
9,2,7.07,WHEAT,9,2,31.6
12,4,6.99,PADDY,14,1,22.9
11,2,6.9,MAIZE,13,4,39.5
46,4,5.59,MAIZE,15,4,57.7
55,4,5.15,CHANA,12,0,76.2
16,4,7.29,PADDY,9,0,31.5
1,4,5.42,COTTON,11,5,2.0
45,4,5.7,MAIZE,8,4,62.1
55,3,6.6,MAIZE,9,1,112.1
53,3,5.38,MAIZE,11,3,111.1
21,4,6.96,WHEAT,13,4,38.0
30,4,4.71,COTTON,11,5,53.6
13,4,6.87,PADDY,11,5,29.0
34,4,6.31,WHEAT,9,4,51.2
4,6,6.22,MAIZE,16,0,6.4
28,3,5.88,COTTON,15,1,69.0
38,2,5.33,COTTON,15,4,122.4
58,3,5.89,WHEAT,12,3,134.1
31,4,5.85,MAIZE,10,3,52.5
59,4,6.25,WHEAT,13,2,97.8
55,5,5.34,SOYBEAN,16,3,55.8
27,4,4.73,MAIZE,15,4,31.7
5,5,4.94,WHEAT,14,4,4.8
25,5,6.6,PADDY,15,3,35.7
3,2,4.57,MAIZE,11,0,8.3
33,4,7.07,CHANA,13,1,55.4
4,4,6.58,MAIZE,12,5,9.1
25,3,6.8,SOYBEAN,9,4,47.4
20,4,7.01,WHEAT,15,3,34.8
34,4,4.87,CHANA,10,5,45.5
26,3,6.97,SOYBEAN,12,3,65.0
5,4,6.01,PADDY,15,4,6.4
35,4,7.16,MAIZE,16,2,55.2
28,2,7.16,CHANA,16,1,90.2
29,4,4.57,WHEAT,12,4,37.6
9,3,5.65,WHEAT,9,5,17.5
52,4,6.08,PADDY,14,3,94.4
38,3,6.54,SOYBEAN,14,2,82.4
50,5,5.36,CHANA,15,4,45.8
6,4,5.26,PADDY,15,1,9.2
19,3,5.64,SOYBEAN,12,2,40.4
44,4,6.0,COTTON,8,5,81.7
57,4,7.35,COTTON,11,3,156.5
11,4,6.79,SOYBEAN,11,0,22.5
2,4,5.79,WHEAT,10,1,5.4
47,4,4.66,WHEAT,15,2,51.7
44,3,5.01,COTTON,10,4,109.5
44,2,5.87,WHEAT,12,4,151.6
9,4,6.94,WHEAT,9,2,13.9
21,4,5.64,SOYBEAN,13,4,29.3
24,4,6.12,MAIZE,13,2,36.6
34,5,7.18,SOYBEAN,15,1,44.7
22,4,7.24,WHEAT,15,4,38.8
3,4,5.15,SOYBEAN,8,1,2.9
12,3,4.63,CHANA,12,3,17.2
28,2,5.42,COTTON,9,3,92.9
30,5,6.59,MAIZE,12,3,43.5
26,4,7.35,CHANA,16,3,42.1
48,4,4.73,CHANA,11,4,61.7
21,3,4.59,WHEAT,15,2,30.0
28,4,7.15,WHEAT,8,4,48.5
56,5,6.74,CHANA,15,5,66.6
26,2,7.48,CHANA,13,4,94.5
33,5,5.69,PADDY,15,1,41.2
21,4,5.75,PADDY,13,2,34.9
35,4,5.02,COTTON,10,0,65.7
52,4,4.85,CHANA,15,0,56.7
34,5,6.24,SOYBEAN,12,2,48.5
41,2,5.59,MAIZE,12,0,131.9
51,3,4.74,PADDY,14,2,91.8
47,5,7.16,WHEAT,13,1,71.3
18,4,5.1,CHANA,16,1,20.8
58,2,6.75,SOYBEAN,14,4,193.3
11,4,5.35,MAIZE,10,0,15.7
57,4,6.94,SOYBEAN,12,2,110.2
23,4,4.86,SOYBEAN,16,1,25.9
48,3,6.77,WHEAT,9,4,106.6
22,4,4.79,PADDY,8,0,29.7
17,3,5.84,SOYBEAN,15,0,27.6
5,4,6.7,MAIZE,15,0,7.1
44,5,5.02,PADDY,9,1,46.9
11,4,5.36,COTTON,15,1,18.7
30,3,7.09,WHEAT,12,0,82.5
15,3,7.16,PADDY,9,1,38.9
27,4,4.63,PADDY,14,0,36.0
35,4,5.0,SOYBEAN,14,3,44.6
33,4,4.85,MAIZE,10,1,46.4
20,4,5.04,SOYBEAN,8,2,25.8
16,4,7.41,MAIZE,11,1,35.7
34,3,6.15,WHEAT,9,0,68.2
2,2,5.9,PADDY,11,2,6.2
35,2,7.45,CHANA,15,4,113.2
40,3,6.17,MAIZE,9,2,77.1
56,4,6.48,MAIZE,8,2,82.7
28,5,5.5,SOYBEAN,10,1,36.1
47,4,5.65,SOYBEAN,14,5,66.4
39,3,6.28,COTTON,13,2,111.4
6,3,4.71,MAIZE,13,2,10.4
9,3,5.27,WHEAT,14,0,16.7
20,3,5.09,PADDY,15,1,35.9
1,4,4.55,PADDY,10,0,2.0
8,4,6.11,PADDY,10,1,14.9
55,3,6.18,MAIZE,15,4,106.9
23,3,5.65,SOYBEAN,14,5,44.2
3,2,5.31,WHEAT,12,2,11.2
4,3,6.46,PADDY,11,1,10.6
58,4,4.9,MAIZE,13,2,74.9
25,3,6.06,CHANA,16,2,43.8
47,4,6.8,COTTON,13,3,108.3
38,4,4.99,COTTON,15,0,59.6
15,5,6.76,PADDY,8,5,24.7
21,5,6.78,SOYBEAN,13,1,30.0
35,4,4.68,COTTON,9,4,50.1
57,2,4.56,COTTON,10,5,197.0
53,4,7.42,COTTON,13,3,134.0
53,4,5.08,COTTON,9,0,82.9
46,2,6.97,PADDY,11,4,211.2
52,4,6.19,MAIZE,13,4,83.7
14,5,5.29,WHEAT,12,2,19.4
36,4,4.89,WHEAT,13,0,48.9
12,2,5.99,SOYBEAN,13,3,35.9
17,2,5.72,MAIZE,15,1,43.6
39,4,6.6,CHANA,16,1,53.5
9,3,7.21,WHEAT,12,3,26.7
35,4,6.92,CHANA,13,2,56.2
13,4,5.32,WHEAT,13,2,18.6
15,3,7.14,WHEAT,13,4,39.1
18,5,7.0,SOYBEAN,9,0,22.5
51,4,7.29,COTTON,11,4,138.1
33,3,5.88,SOYBEAN,8,1,56.4
6,4,6.81,WHEAT,8,3,8.3
59,4,6.27,MAIZE,8,0,86.0
27,4,5.43,COTTON,14,3,51.1
23,5,7.48,MAIZE,8,0,32.1
59,4,4.61,MAIZE,13,5,73.3
27,5,4.99,MAIZE,9,1,26.6
34,4,7.18,COTTON,13,1,82.4
56,4,4.68,MAIZE,13,5,67.3
46,6,7.16,COTTON,10,0,82.2
38,4,6.65,CHANA,15,2,55.4
14,3,4.61,WHEAT,11,0,26.2
36,4,5.79,PADDY,14,1,61.7
53,4,6.76,MAIZE,11,3,102.9
8,3,6.25,SOYBEAN,8,4,13.5
35,6,7.31,CHANA,13,3,44.0
19,3,7.1,SOYBEAN,12,1,51.4
30,3,5.5,PADDY,16,3,59.0
14,5,4.75,COTTON,16,2,16.9
59,4,7.33,PADDY,15,2,116.7
20,2,6.05,SOYBEAN,14,0,59.7
49,4,4.72,PADDY,9,3,61.4
25,4,6.95,WHEAT,15,3,40.1
40,2,7.11,PADDY,10,1,187.8
24,6,6.42,MAIZE,13,0,25.4
14,4,5.84,WHEAT,14,0,20.0
26,4,6.49,MAIZE,13,3,41.0
38,4,6.62,PADDY,12,4,85.6
23,4,7.18,WHEAT,11,3,48.2
22,3,7.37,WHEAT,9,3,52.1
48,3,6.04,PADDY,16,3,103.0
57,4,6.9,CHANA,14,2,95.7
19,5,7.39,COTTON,14,5,34.8
46,2,4.95,COTTON,11,0,171.4
51,4,4.55,COTTON,12,5,89.5
3,5,7.11,WHEAT,13,2,7.4
42,3,5.09,COTTON,9,4,86.0
19,2,4.63,WHEAT,11,1,51.5
9,3,4.98,CHANA,11,4,17.8
28,4,5.65,PADDY,11,0,53.0
20,3,5.16,PADDY,14,1,40.5
45,4,5.42,WHEAT,14,5,63.9
7,4,7.43,WHEAT,14,4,12.8
14,4,6.61,CHANA,14,0,21.5
9,3,6.64,COTTON,9,4,24.4
59,4,4.78,CHANA,12,1,77.1
55,4,6.7,PADDY,9,1,98.5
57,5,6.72,PADDY,12,4,100.2
19,5,6.48,MAIZE,13,2,27.3
47,4,5.19,COTTON,10,4,89.6
52,4,5.77,PADDY,13,5,89.0
14,3,7.04,MAIZE,12,4,37.2
56,3,6.51,WHEAT,11,4,142.1
38,3,6.7,PADDY,16,2,89.8
53,4,6.26,SOYBEAN,15,3,72.5
36,3,5.85,COTTON,14,1,94.9
40,3,6.78,MAIZE,8,5,86.5
17,6,4.7,COTTON,16,0,15.2
30,3,6.52,COTTON,16,1,82.8
9,3,7.49,SOYBEAN,13,1,21.1
33,2,6.84,CHANA,14,3,108.4
56,4,5.37,WHEAT,10,1,90.8
52,4,5.33,COTTON,12,1,102.9
25,4,6.5,PADDY,14,2,47.4
14,4,7.19,WHEAT,8,2,26.5
11,4,6.23,PADDY,8,2,16.5
53,5,6.08,WHEAT,12,2,77.0
35,6,4.98,WHEAT,16,2,28.4
41,5,6.65,MAIZE,14,5,53.2
59,4,6.61,PADDY,8,0,102.8
14,3,7.4,PADDY,12,3,49.2
30,2,5.4,WHEAT,15,4,77.3
41,2,6.77,COTTON,15,5,169.3
4,4,5.8,PADDY,9,2,6.5
59,5,6.18,SOYBEAN,14,3,75.8
4,4,6.95,SOYBEAN,12,4,6.3
28,2,5.17,WHEAT,16,1,67.7
8,4,5.53,CHANA,10,5,11.8
2,5,6.82,WHEAT,8,1,3.4
41,4,6.21,WHEAT,11,3,75.4
46,5,4.78,COTTON,14,0,59.3
22,5,5.79,COTTON,8,0,30.2
41,5,6.26,MAIZE,9,3,48.7
56,4,7.23,CHANA,12,0,107.0
55,4,5.07,CHANA,16,0,60.1
16,3,6.92,CHANA,8,1,31.0
29,2,4.89,CHANA,11,0,75.4
49,4,5.23,CHANA,10,0,66.8
48,3,5.23,WHEAT,12,3,99.1
30,6,7.13,WHEAT,12,0,42.7
12,3,5.1,MAIZE,9,5,19.6
35,5,6.86,SOYBEAN,12,2,55.2
11,4,5.89,SOYBEAN,16,2,16.3
46,3,7.5,MAIZE,12,3,129.9
50,5,7.02,MAIZE,9,2,66.3
21,4,6.72,PADDY,14,1,41.8
21,4,7.11,WHEAT,13,5,39.5
5,3,6.4,CHANA,14,5,10.1
48,4,7.03,PADDY,15,3,88.9
20,3,5.28,COTTON,12,0,54.0
37,4,4.79,WHEAT,9,2,40.6
3,4,6.35,MAIZE,14,1,6.6
44,4,5.8,SOYBEAN,14,3,62.9
33,4,5.78,WHEAT,15,3,42.2
53,4,6.08,MAIZE,14,0,83.1
9,3,5.58,WHEAT,14,4,15.8
9,5,6.38,WHEAT,16,2,9.1
4,3,4.59,WHEAT,15,1,6.8
35,4,7.41,COTTON,9,3,80.2
17,4,7.27,SOYBEAN,9,2,27.7
34,5,7.31,WHEAT,14,1,49.1
24,4,5.6,MAIZE,10,5,39.6
32,4,6.1,COTTON,8,5,58.8
1,4,7.36,PADDY,16,1,4.0
8,4,7.21,WHEAT,10,5,20.0
45,3,6.87,COTTON,8,3,123.1
23,4,5.72,CHANA,13,2,35.5
47,4,6.19,PADDY,11,1,93.8
40,6,6.88,SOYBEAN,8,3,40.6
12,4,5.32,WHEAT,11,2,20.4
54,4,6.38,WHEAT,15,2,80.7
12,3,6.98,COTTON,14,3,36.3
46,5,6.62,SOYBEAN,8,2,52.4
47,5,5.94,CHANA,16,4,46.8
15,3,6.25,PADDY,13,1,35.6
41,3,7.47,MAIZE,9,1,96.2
19,4,6.31,SOYBEAN,10,2,36.1
26,3,6.86,WHEAT,14,3,61.3
52,3,6.68,COTTON,10,0,174.3
29,3,6.6,CHANA,10,5,67.8
22,3,6.65,COTTON,12,2,71.4
40,4,5.86,PADDY,10,0,75.2
21,4,5.92,SOYBEAN,10,2,32.9
51,3,5.9,COTTON,12,0,151.5
38,3,4.6,MAIZE,12,2,66.4
20,3,5.22,MAIZE,16,3,31.9
57,4,4.96,COTTON,8,5,86.6
29,3,7.16,WHEAT,8,0,65.6
51,4,5.32,COTTON,16,4,80.8
4,4,4.92,CHANA,12,3,6.8
55,2,4.86,SOYBEAN,11,5,146.8
7,2,6.6,PADDY,9,2,23.4
28,2,4.52,MAIZE,16,0,61.5
28,4,5.91,COTTON,13,5,56.1
4,5,4.86,CHANA,16,1,2.0
22,2,7.05,MAIZE,12,3,87.3
12,5,7.38,MAIZE,11,0,20.0
45,3,7.38,PADDY,14,3,129.4
3,5,5.83,MAIZE,12,0,5.1
22,4,6.43,CHANA,15,1,32.6
44,4,6.3,MAIZE,15,4,63.7
2,4,5.55,MAIZE,9,1,2.4
24,4,5.83,COTTON,12,2,51.3
34,5,4.69,COTTON,15,3,38.6
27,4,6.89,SOYBEAN,10,4,50.6
55,4,5.22,WHEAT,14,3,75.4
41,3,5.88,CHANA,10,5,86.3
1,3,5.94,WHEAT,13,0,3.0
8,5,6.18,WHEAT,9,2,11.0
23,4,6.95,MAIZE,13,2,43.1
38,4,6.58,PADDY,13,3,73.5
6,4,6.49,PADDY,15,2,11.3
22,5,6.08,MAIZE,12,3,30.2
25,4,4.79,CHANA,8,0,24.9
18,4,5.71,WHEAT,15,0,22.3
17,4,7.37,SOYBEAN,16,3,28.8
12,4,7.49,WHEAT,8,1,18.3
6,3,6.69,PADDY,12,1,19.0
26,5,5.18,WHEAT,13,0,27.8
27,4,4.81,COTTON,11,4,48.6
8,5,5.74,COTTON,9,1,12.2
19,2,7.07,SOYBEAN,12,3,72.5
42,2,6.67,CHANA,11,0,151.6
1,5,7.15,WHEAT,14,2,3.9
57,4,6.35,COTTON,13,2,121.1
29,4,4.89,CHANA,10,1,36.5
45,4,4.84,COTTON,16,4,65.8
49,4,4.64,CHANA,11,5,63.7
35,4,6.2,CHANA,12,1,57.8
40,2,5.23,COTTON,10,4,155.6
14,5,6.7,MAIZE,15,1,16.8
35,5,6.56,PADDY,14,2,51.9
48,3,5.45,CHANA,14,4,80.9
45,5,5.03,MAIZE,15,2,43.3
20,5,4.81,WHEAT,14,3,21.8
56,4,6.71,MAIZE,10,3,109.3
49,4,5.85,COTTON,10,0,109.6
13,4,5.47,MAIZE,9,2,15.9
38,3,7.07,PADDY,8,2,97.3
49,4,6.28,COTTON,12,0,115.3
46,5,6.05,SOYBEAN,11,3,62.4
49,4,6.73,WHEAT,9,3,77.1
8,4,6.95,SOYBEAN,8,4,10.4
43,3,6.56,MAIZE,10,4,107.7
20,2,5.82,CHANA,13,5,59.6
33,4,5.64,MAIZE,9,3,45.6
26,2,6.81,CHANA,14,5,86.7
39,4,6.05,SOYBEAN,14,1,58.2
21,4,6.61,SOYBEAN,10,2,38.2
53,4,7.17,CHANA,8,4,85.6
49,3,7.25,PADDY,16,1,126.0
42,4,5.33,WHEAT,12,4,67.3
43,4,5.06,COTTON,9,0,65.4
54,2,5.28,SOYBEAN,15,2,128.3
41,2,6.75,WHEAT,11,5,164.6
9,3,5.61,COTTON,14,5,21.5
24,5,5.02,MAIZE,12,4,28.4
37,3,4.8,COTTON,10,3,88.3
49,4,5.48,SOYBEAN,15,5,61.4
41,6,4.91,PADDY,9,0,34.6
17,4,4.97,PADDY,8,0,25.1
24,3,6.55,WHEAT,12,3,61.8
21,5,4.56,MAIZE,11,0,23.3
51,2,4.85,WHEAT,14,2,129.9
59,4,7.03,CHANA,16,4,89.9
39,5,7.03,PADDY,13,0,65.4
55,4,5.49,WHEAT,8,2,73.4
41,4,4.76,CHANA,15,3,40.5
39,3,6.61,MAIZE,9,4,80.3
13,4,5.58,COTTON,11,3,27.2
11,4,4.64,WHEAT,10,4,15.4
46,3,4.97,CHANA,13,0,75.7
19,6,4.91,PADDY,9,0,17.8
11,5,6.27,COTTON,12,4,22.6
13,5,7.19,WHEAT,16,2,18.2
46,4,6.88,PADDY,10,2,103.9
45,4,6.14,COTTON,9,2,80.4
1,5,5.77,SOYBEAN,9,1,3.2
40,5,6.36,PADDY,16,5,50.4
44,4,5.83,SOYBEAN,13,5,66.4
19,3,5.24,MAIZE,9,5,32.0
12,2,6.54,WHEAT,10,2,49.2
8,4,7.12,CHANA,8,0,12.8
8,4,5.62,WHEAT,9,1,11.4
53,5,7.02,PADDY,9,2,78.9
45,3,5.79,SOYBEAN,9,0,78.5
12,3,5.7,SOYBEAN,14,1,21.7
48,4,4.58,COTTON,10,0,82.9
33,4,6.59,WHEAT,11,4,62.8
45,3,6.92,WHEAT,9,0,98.7
26,4,6.49,PADDY,12,1,55.7
39,4,4.95,SOYBEAN,16,2,43.6
28,4,4.81,PADDY,16,5,35.7
58,4,6.22,PADDY,14,1,105.1
5,3,5.7,MAIZE,15,2,9.7
8,4,5.79,SOYBEAN,12,2,13.4
25,5,7.4,PADDY,12,3,49.3
27,2,6.67,SOYBEAN,10,4,99.6
46,5,5.74,PADDY,13,3,63.1
23,4,4.56,CHANA,8,5,21.8
30,5,4.6,PADDY,10,1,35.7
45,5,6.55,PADDY,9,3,62.9
47,3,7.01,CHANA,14,5,107.9
23,4,6.62,WHEAT,16,2,34.4
49,3,5.72,SOYBEAN,11,1,103.2
47,5,4.59,COTTON,14,3,55.1
20,4,7.4,CHANA,15,0,33.1
18,4,7.46,WHEAT,9,5,31.4
18,4,6.15,PADDY,14,5,33.2
2,5,4.71,MAIZE,10,4,2.7
4,3,6.12,WHEAT,15,0,8.9
30,4,7.18,CHANA,13,1,52.0
33,4,6.54,MAIZE,10,3,61.3
36,4,6.66,PADDY,15,2,64.1
18,4,4.75,WHEAT,10,3,25.9
37,4,4.82,COTTON,16,1,53.7
19,3,4.88,SOYBEAN,10,1,34.8
47,5,7.21,SOYBEAN,8,1,59.2
28,3,6.08,CHANA,9,1,47.7
40,4,6.87,PADDY,11,5,88.4
20,3,4.85,PADDY,9,3,34.8
49,2,7.28,SOYBEAN,11,0,201.1
33,3,6.96,WHEAT,11,2,88.2
12,4,5.17,PADDY,11,2,20.8
58,4,7.12,COTTON,8,4,126.3
51,2,5.29,COTTON,16,5,163.4
15,2,5.12,PADDY,14,1,47.5
41,5,5.29,PADDY,9,1,44.0
39,2,7.23,SOYBEAN,10,1,157.5
2,5,7.25,CHANA,15,5,2.0
29,3,5.49,SOYBEAN,14,0,53.4
41,4,6.62,CHANA,11,1,72.5
10,3,6.53,COTTON,11,4,29.9
2,5,6.92,CHANA,16,4,3.3
51,4,5.39,SOYBEAN,12,0,76.8
11,4,6.03,PADDY,12,5,21.5
13,2,6.5,CHANA,14,1,42.5
10,4,4.58,SOYBEAN,8,3,9.2
14,4,5.63,COTTON,10,3,30.7
18,2,6.59,MAIZE,9,2,56.4
51,2,5.26,CHANA,13,0,128.7
54,5,7.37,COTTON,13,3,107.0
9,3,4.59,COTTON,8,2,19.3
57,4,7.37,WHEAT,13,4,108.8
39,4,5.15,MAIZE,9,2,47.6
28,5,4.65,CHANA,11,1,28.3
3,5,5.38,SOYBEAN,13,1,5.1
20,6,6.86,CHANA,10,4,24.8
6,3,6.76,CHANA,10,0,15.7
27,5,5.13,MAIZE,10,5,29.6
53,3,5.09,COTTON,11,1,132.6
2,4,6.43,COTTON,16,1,2.3
29,4,5.87,COTTON,11,2,63.7
38,2,6.88,COTTON,11,2,196.8
3,5,4.57,MAIZE,11,2,4.8
16,2,6.33,SOYBEAN,14,3,49.9
30,4,6.69,PADDY,12,4,66.4
40,4,7.48,WHEAT,9,0,71.3
2,4,6.54,COTTON,14,2,3.4
17,3,5.2,COTTON,10,0,44.4
41,4,4.82,WHEAT,8,2,48.6
12,5,6.42,COTTON,16,1,19.2
35,3,6.07,PADDY,12,0,94.5
43,4,7.2,CHANA,8,3,68.1
1,3,6.68,WHEAT,8,2,4.6
55,4,6.03,SOYBEAN,8,5,73.2
45,5,5.71,WHEAT,16,4,52.6
15,4,5.71,PADDY,15,1,24.3
26,4,5.18,MAIZE,13,2,36.4
37,4,4.55,SOYBEAN,13,0,44.0
21,4,6.22,CHANA,13,2,33.1
49,2,5.14,COTTON,11,1,188.2
31,3,5.12,WHEAT,12,4,60.8
25,4,4.88,SOYBEAN,10,4,35.2
23,4,5.07,WHEAT,10,4,35.3
24,4,4.6,CHANA,14,5,28.0
57,3,6.52,WHEAT,12,1,146.3
38,4,5.7,SOYBEAN,15,5,46.9
28,3,6.18,PADDY,12,5,76.1
21,5,6.41,MAIZE,11,2,32.2
54,4,7.42,SOYBEAN,10,1,111.9
43,2,4.7,WHEAT,9,1,96.1
18,2,5.75,CHANA,10,2,56.3
36,6,5.24,COTTON,14,3,41.5
35,3,5.93,COTTON,15,5,82.9
45,5,7.26,CHANA,12,4,74.1
55,2,6.67,WHEAT,8,0,176.6
9,5,6.49,MAIZE,10,5,15.1
53,5,5.82,CHANA,11,0,67.6
38,4,6.51,WHEAT,11,2,71.5
58,2,4.6,SOYBEAN,8,0,121.6
30,3,6.26,MAIZE,16,3,59.9
44,4,6.16,PADDY,11,1,89.1
34,4,5.54,WHEAT,9,4,43.1
32,3,5.1,COTTON,16,0,66.8
3,2,6.92,COTTON,11,0,17.3
3,4,4.66,MAIZE,11,2,3.1
28,4,4.71,PADDY,13,2,39.6
44,3,5.82,WHEAT,15,1,79.8
15,2,5.26,PADDY,12,4,50.4
41,6,6.74,SOYBEAN,15,0,41.9
23,4,6.4,PADDY,8,1,37.9
40,4,6.82,SOYBEAN,11,4,77.1
11,4,5.47,COTTON,8,1,15.9
48,2,6.72,SOYBEAN,10,0,179.6
32,3,7.09,WHEAT,14,2,80.9
58,3,5.54,MAIZE,8,2,100.7
59,5,5.52,MAIZE,12,2,75.9
57,4,7.2,WHEAT,8,3,96.8
54,3,4.65,WHEAT,13,1,87.9
36,6,5.55,WHEAT,16,0,31.3
33,3,4.86,CHANA,10,1,61.5
24,6,4.59,SOYBEAN,13,2,18.8
39,6,4.84,WHEAT,11,5,36.0
34,3,5.79,MAIZE,13,5,67.4
56,3,6.56,PADDY,9,1,127.8
28,4,5.37,PADDY,11,4,46.8
37,4,7.05,CHANA,14,5,65.2
7,4,5.81,SOYBEAN,13,5,10.6
4,6,7.4,SOYBEAN,16,1,3.8
37,4,7.36,SOYBEAN,14,3,67.9
56,3,6.82,MAIZE,8,3,118.4
1,3,7.3,MAIZE,13,2,2.6
1,4,6.62,CHANA,10,0,3.5
47,3,7.19,SOYBEAN,15,4,102.4
20,4,5.21,SOYBEAN,8,0,22.9
19,3,5.54,WHEAT,9,0,30.7
29,3,6.76,SOYBEAN,10,4,71.7
10,2,5.77,MAIZE,10,3,34.5
18,4,7.01,WHEAT,14,5,35.5
28,3,7.13,WHEAT,15,2,61.9
35,4,5.4,SOYBEAN,16,1,41.1
43,4,6.97,PADDY,14,3,87.5
47,4,4.96,COTTON,15,2,73.6
31,4,5.5,MAIZE,13,5,44.1
27,2,6.05,PADDY,9,3,85.8
11,4,5.18,SOYBEAN,8,4,12.3
49,2,6.24,SOYBEAN,10,0,170.5
49,4,6.24,PADDY,16,4,82.3
38,3,5.12,SOYBEAN,14,5,67.6
5,4,6.89,MAIZE,9,1,8.2
8,5,6.39,WHEAT,8,4,11.4
34,4,5.45,CHANA,9,5,38.5
48,4,5.2,SOYBEAN,10,0,73.4
52,4,7.14,SOYBEAN,13,3,90.5
56,2,7.01,PADDY,16,2,210.6
12,5,5.19,WHEAT,15,5,12.3
38,3,4.61,PADDY,16,5,60.2
1,6,6.91,MAIZE,15,1,2.3
31,4,6.35,PADDY,14,3,57.8
4,4,4.8,SOYBEAN,13,5,3.4
49,4,6.26,WHEAT,15,5,72.9
45,4,5.86,MAIZE,13,2,65.3
50,4,6.82,SOYBEAN,9,0,76.3
5,2,5.13,MAIZE,16,4,10.5
30,4,5.86,SOYBEAN,16,3,39.4
56,4,4.97,SOYBEAN,10,2,75.4
24,5,7.37,SOYBEAN,16,2,29.3
59,4,6.84,CHANA,9,4,86.9
3,2,6.71,COTTON,10,3,15.1
11,3,6.57,WHEAT,13,3,23.8
45,4,5.77,CHANA,11,0,71.2
4,3,7.27,COTTON,15,3,12.8
26,3,4.72,MAIZE,8,5,36.8
27,5,6.91,COTTON,13,4,52.2
46,4,5.15,COTTON,9,3,71.5
54,4,5.47,CHANA,13,0,74.1
43,3,6.06,WHEAT,8,2,82.1
27,4,6.85,PADDY,9,5,47.5
42,3,7.02,COTTON,16,3,121.3
51,4,6.25,PADDY,13,4,92.2
50,2,5.71,PADDY,15,3,153.6
6,5,7.34,SOYBEAN,14,1,9.0
59,4,5.24,PADDY,16,0,81.4
15,4,6.91,MAIZE,16,2,23.0
53,4,6.34,MAIZE,11,1,97.0
30,4,5.63,SOYBEAN,14,4,43.1
42,3,4.5,WHEAT,12,3,74.3
37,4,5.84,WHEAT,14,0,58.9
58,3,5.33,MAIZE,11,5,117.4
37,5,4.81,SOYBEAN,8,3,32.0
42,5,4.73,WHEAT,11,3,48.5
37,3,5.54,COTTON,10,3,101.4
35,5,6.34,WHEAT,16,5,43.7
23,4,7.01,SOYBEAN,12,3,45.2
6,3,5.05,MAIZE,11,0,11.8
4,6,5.77,COTTON,15,5,4.2
18,4,5.68,PADDY,12,5,31.9
9,4,6.04,PADDY,10,1,17.8
49,4,6.93,PADDY,9,4,89.5
29,3,6.16,MAIZE,15,5,57.7
13,6,7.04,SOYBEAN,9,1,14.5
59,3,6.06,PADDY,15,0,126.8
47,3,6.31,WHEAT,12,4,118.7
52,4,5.81,PADDY,15,5,80.3
17,4,6.97,CHANA,12,2,33.2
45,4,7.27,MAIZE,8,1,77.9
32,3,6.42,CHANA,9,0,59.4
48,3,6.96,PADDY,13,0,131.7
22,3,4.68,PADDY,10,0,44.7
4,5,7.22,CHANA,15,4,6.8
5,3,5.07,MAIZE,12,3,9.7
37,4,5.27,MAIZE,10,2,58.4
41,4,4.66,PADDY,14,4,56.5
49,5,7.4,MAIZE,15,4,71.3
